╧;мЮХЛЕМНБЮМХЕ;цНД;бНГПЮЯР ЙНЛОЮМХХ, КЕР;яРЮРСЯ;нПЦЮМХГЮЖХНММН-ОПЮБНБЮЪ ТНПЛЮ;тНПЛЮ ЯНАЯРБЕММНЯРХ;нАНПНРМШЕ ЮЙРХБШ, RUB;юЙРХБШ  БЯЕЦН, RUB;мЕПЮЯОПЕДЕКЕММЮЪ ОПХАШКЭ (МЕОНЙПШРШИ САШРНЙ), RUB;дНКЦНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ, RUB;йПЮРЙНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ, RUB;яНБНЙСОМШИ ДНКЦ, RUB;бШПСВЙЮ, RUB;йНЩТТХЖХЕМР НАНПЮВХБЮЕЛНЯРХ ЯНБНЙСОМШУ ЮЙРХБНБ, %;нАНПНРМШЕ ЮЙРХБШ МЮ ЕДХМХЖС ЮЙРХБНБ;юЙРХБШ  БЯЕЦН МЮ ЕДХМХЖС ЮЙРХБНБ;мЕПЮЯОПЕДЕКЕММЮЪ ОПХАШКЭ (МЕОНЙПШРШИ САШРНЙ) МЮ ЕДХМХЖС ЮЙРХБНБ;дНКЦНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ МЮ ЕДХМХЖС ЮЙРХБНБ;йПЮРЙНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ МЮ ЕДХМХЖС ЮЙРХБНБ;яНБНЙСОМШИ ДНКЦ МЮ ЕДХМХЖС ЮЙРХБНБ;бШПСВЙЮ МЮ ЕДХМХЖС ЮЙРХБНБ;цНЯ ЯНАЯРБЕММНЯРЭ;вЮЯРХВМЮЪ;вЮЯРМЮЪ;юн;цНЯ ЯНАЯРБЕММНЯРЭ;яЕКЭЯЙНЕ УНГБН;мЕЙНЛ;йННОЕПЮРХБШ;ннн
2 532;йпхярюкк, ннн;19,00;9,00;0,00;5,00;0,00;3900000,00;3900000,00;2550000,00;400000,00;940000,00;1340000,00;5172000,00;1,52;1,00;1,00;0,65;0,10;0,24;0,34;1,33;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 533;йпнйся, ннн;19,00;4,50;0,00;5,00;0,00;2553000,00;4225000,00;3194000,00;521000,00;510000,00;1031000,00;10570000,00;2,83;0,60;1,00;0,76;0,12;0,12;0,24;2,50;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 534;йпнлщйя-л, ннн;19,00;10,00;0,00;5,00;0,00;6212000,00;6212000,00;556000,00;355000,00;5301000,00;5656000,00;6505000,00;1,20;1,00;1,00;0,09;0,06;0,85;0,91;1,05;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 535;йпнмю, ту;19,00;29,00;0,00;2,00;0,00;7634000,00;26421000,00;9106000,00;1575000,00;15739000,00;17314000,00;20037000,00;0,93;0,29;1,00;0,34;0,06;0,60;0,66;0,76;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 536;йпсмй, ннн;19,00;29,50;0,00;5,00;0,00;328000,00;21837000,00;10278000,00;10992000,00;32000,00;11024000,00;8024000,00;0,37;0,02;1,00;0,47;0,50;0,00;0,50;0,37;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 537;йпшлянчгоевюрэ, юн;19,00;24,00;0,00;0,00;0,00;21822000,00;31185000,00;-2270000,00;2154000,00;27517000,00;29671000,00;196308000,00;5,26;0,70;1,00;-0,07;0,07;0,88;0,95;6,29;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2 539;йял, ннн;19,00;10,00;0,00;5,00;0,00;13143000,00;13143000,00;6177000,00;2110000,00;4846000,00;6956000,00;4919000,00;0,31;1,00;1,00;0,47;0,16;0,37;0,53;0,37;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 540;йсюон, ннн;19,00;20,00;0,00;5,00;0,00;18523000,00;37390000,00;24137000,00;854000,00;8684000,00;9538000,00;42390000,00;1,85;0,50;1,00;0,65;0,02;0,23;0,26;1,13;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 541;йсаюмнвйю, ннн;19,00;13,00;0,00;5,00;0,00;2897000,00;15781000,00;11805000,00;;3966000,00;3966000,00;8825000,00;0,52;0,18;1,00;0,75;0,00;0,25;0,25;0,56;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 542;йсаюмяйюъ мхбю+, ннн;19,00;4,50;0,00;5,00;0,00;2733000,00;10944000,00;4795000,00;5878000,00;261000,00;6139000,00;28987000,00;2,55;0,25;1,00;0,44;0,54;0,02;0,56;2,65;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 543;йсаюмэ, ннн;19,00;25,00;0,00;5,00;0,00;8449000,00;19313000,00;3983000,00;15291000,00;14000,00;15305000,00;9223000,00;0,81;0,44;1,00;0,21;0,79;0,00;0,79;0,48;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 544;йсгаюяя рнпц реумнкнцхъ, ннн;19,00;3,00;0,00;5,00;0,00;418000,00;418000,00;-57000,00;;465000,00;465000,00;46000,00;0,11;1,00;1,00;-0,14;0,00;1,11;1,11;0,11;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 545;йсгхмю нунрю, ннн;19,00;6,50;0,00;5,00;0,00;55236000,00;55236000,00;53918000,00;;1298000,00;1298000,00;37879000,00;0,71;1,00;1,00;0,98;0,00;0,02;0,02;0,69;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 546;йсмцсп юцпн, ннн;19,00;11,00;0,00;5,00;0,00;1415000,00;136080000,00;1020000,00;40300000,00;2760000,00;43060000,00;5579000,00;0,04;0,01;1,00;0,01;0,30;0,02;0,32;0,04;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 548;йспяйхи рейярхкэ, ннн;19,00;4,00;0,00;5,00;0,00;999000,00;999000,00;-1156000,00;967000,00;1177000,00;2144000,00;67000,00;0,07;1,00;1,00;-1,16;0,97;1,18;2,15;0,07;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 549;йспяйщярер, ннн;19,00;2,50;0,00;5,00;0,00;29591000,00;29591000,00;942000,00;23788000,00;4851000,00;28639000,00;7920000,00;0,50;1,00;1,00;0,03;0,80;0,16;0,97;0,27;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 550;йспрюьйхмяйне, ннн;19,00;14,00;0,00;5,00;0,00;27160000,00;45960000,00;31346000,00;4369000,00;9509000,00;13878000,00;38233000,00;0,87;0,59;1,00;0,68;0,10;0,21;0,30;0,83;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 551;йспвюмяйхи, ояй;19,00;24,50;0,00;2,00;0,00;32813000,00;57434000,00;11158000,00;7414000,00;10682000,00;18096000,00;25559000,00;0,45;0,57;1,00;0,19;0,13;0,19;0,32;0,45;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 552;йспвюрнбяйхи хмярхрср-окф пюоонкнбн, мхж;19,00;27,50;0,00;1,00;1,00;17208000,00;20450000,00;2844000,00;1290000,00;7479000,00;8769000,00;43998000,00;2,15;0,84;1,00;0,14;0,06;0,37;0,43;2,15;1,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2 553;йтрх, ннн;19,00;2,50;0,00;5,00;0,00;25299000,00;25299000,00;1893000,00;38000,00;23358000,00;23396000,00;180502000,00;7,59;1,00;1,00;0,07;0,00;0,92;0,92;7,13;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 554;йтрр, юн;19,00;26,50;0,00;0,00;0,00;404463000,00;656754000,00;381232000,00;4185000,00;240985000,00;245170000,00;1394178000,00;2,17;0,62;1,00;0,58;0,01;0,37;0,37;2,12;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2 555;йту гюпъ, ннн;19,00;21,00;0,00;5,00;0,00;121098000,00;155626000,00;38207000,00;38129000,00;55756000,00;93885000,00;83817000,00;0,45;0,78;1,00;0,25;0,25;0,36;0,60;0,54;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 556;йту гепмнбне, ннн;19,00;13,50;0,00;5,00;0,00;37304000,00;102583000,00;;14707000,00;15811000,00;30518000,00;70637000,00;0,70;0,36;1,00;0,00;0,14;0,15;0,30;0,69;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 557;йту янкнлюрхм о.б., ннн;19,00;28,50;0,00;5,00;0,00;8867000,00;14190000,00;13675000,00;;472000,00;472000,00;13702000,00;1,03;0,62;1,00;0,96;0,00;0,03;0,03;0,97;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 558;йу цпюмхр, ннн;19,00;19,00;0,00;5,00;0,00;5787000,00;10766000,00;4916000,00;;3695000,00;3695000,00;6476000,00;0,59;0,54;1,00;0,46;0,00;0,34;0,34;0,60;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 559;йу яебепмне, ннн;19,00;29,50;0,00;5,00;0,00;30583000,00;52570000,00;34472000,00;13952000,00;2874000,00;16826000,00;30138000,00;0,58;0,58;1,00;0,66;0,27;0,05;0,32;0,57;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 560;йу тнаня, ннн;19,00;16,50;0,00;5,00;0,00;107186000,00;210994000,00;125879000,00;51093000,00;29612000,00;80705000,00;127505000,00;0,66;0,51;1,00;0,60;0,24;0,14;0,38;0,60;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 561;йу ъпшфемяйне, ннн;19,00;27,00;0,00;5,00;0,00;89025000,00;190673000,00;168973000,00;640000,00;16948000,00;17588000,00;87902000,00;0,48;0,47;1,00;0,89;0,00;0,09;0,09;0,46;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 562;йж юкейнло, ннн;19,00;13,00;0,00;5,00;0,00;5587000,00;6315000,00;5058000,00;;1242000,00;1242000,00;51157000,00;7,59;0,88;1,00;0,80;0,00;0,20;0,20;8,10;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 565;кюгнбяйхе опндсйрш, яоой;19,00;3,50;0,00;2,00;0,00;7912000,00;14461000,00;43000,00;1305000,00;2516000,00;3821000,00;3227000,00;0,24;0,55;1,00;0,00;0,09;0,17;0,26;0,22;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 567;кюил, ннн;19,00;2,00;0,00;5,00;0,00;223000,00;223000,00;179000,00;;34000,00;34000,00;1078000,00;9,67;1,00;1,00;0,80;0,00;0,15;0,15;4,83;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 568;кюлекюп, ннн;19,00;7,00;0,00;5,00;0,00;14227000,00;14415000,00;1331000,00;;13074000,00;13074000,00;19656000,00;1,45;0,99;1,00;0,09;0,00;0,91;0,91;1,36;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 569;кеаедъмяйхи цнплнкгюбнд, нюн;19,00;28,50;0,00;0,00;0,00;18411000,00;29521000,00;-5744000,00;8925000,00;3442000,00;12367000,00;17000,00;0,00;0,62;1,00;-0,19;0,30;0,12;0,42;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2 570;кецхнм л, ннн;19,00;3,50;0,00;5,00;0,00;2802000,00;2802000,00;505000,00;1675000,00;612000,00;2287000,00;5287000,00;1,94;1,00;1,00;0,18;0,60;0,22;0,82;1,89;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 571;кедемеж, ннн;19,00;6,00;0,00;5,00;0,00;3904000,00;3904000,00;1580000,00;16000,00;2298000,00;2314000,00;4307000,00;1,28;1,00;1,00;0,40;0,00;0,59;0,59;1,10;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 574;кемрея, ннн;19,00;18,50;0,00;5,00;0,00;13371000,00;13387000,00;11537000,00;;1600000,00;1600000,00;41224000,00;3,40;1,00;1,00;0,86;0,00;0,12;0,12;3,08;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 575;кеяйнл, ннн;19,00;8,50;0,00;5,00;0,00;208000,00;17531000,00;4323000,00;11999000,00;1199000,00;13198000,00;16297000,00;0,91;0,01;1,00;0,25;0,68;0,07;0,75;0,93;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 576;кеямни хярнвмхй, ннн;19,00;23,00;0,00;5,00;0,00;8111000,00;10769000,00;7089000,00;209000,00;3451000,00;3660000,00;42117000,00;3,60;0,75;1,00;0,66;0,02;0,32;0,34;3,91;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 578;кхдеп, ннн;19,00;15,00;0,00;5,00;0,00;12628000,00;14540000,00;13364000,00;185000,00;981000,00;1166000,00;106395000,00;7,07;0,87;1,00;0,92;0,01;0,07;0,08;7,32;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 579;кхдеп, ннн;19,00;23,00;0,00;5,00;0,00;3201000,00;3491000,00;1516000,00;700000,00;774000,00;1474000,00;24805000,00;7,24;0,92;1,00;0,43;0,20;0,22;0,42;7,11;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 580;кхдеп, ннн;19,00;8,00;0,00;5,00;0,00;3114000,00;8224000,00;7078000,00;888000,00;246000,00;1134000,00;32901000,00;4,05;0,38;1,00;0,86;0,11;0,03;0,14;4,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 581;кхдеп-ю, ннн;19,00;12,00;0,00;5,00;0,00;207134000,00;2081468000,00;-646377000,00;253508000,00;586547000,00;840055000,00;251663000,00;0,12;0,10;1,00;-0,31;0,12;0,28;0,40;0,12;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 582;кхдеп-й, ннн;19,00;7,00;0,00;5,00;0,00;201243000,00;806763000,00;-182941000,00;303874000,00;347642000,00;651516000,00;15308000,00;0,02;0,25;1,00;-0,23;0,38;0,43;0,81;0,02;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 583;кхдеп-п, ннн;19,00;7,00;0,00;5,00;0,00;675512000,00;1457298000,00;-5120000,00;429417000,00;628620000,00;1058037000,00;107784000,00;0,08;0,46;1,00;0,00;0,29;0,43;0,73;0,07;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 584;кхдхмн, ннн;19,00;17,50;0,00;5,00;0,00;46940000,00;456660000,00;32077000,00;61620000,00;39213000,00;100833000,00;138782000,00;0,31;0,10;1,00;0,07;0,13;0,09;0,22;0,30;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 585;кхгю XXI, ннн;19,00;19,00;0,00;5,00;0,00;11526000,00;11561000,00;2454000,00;10000000,00;;10000000,00;64249000,00;8,45;1,00;1,00;0,21;0,86;0,00;0,86;5,56;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 586;кхмхъ, ннн;19,00;5,00;0,00;5,00;0,00;4622000,00;4622000,00;3165000,00;223000,00;1224000,00;1447000,00;22673000,00;5,61;1,00;1,00;0,68;0,05;0,26;0,31;4,91;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 587;кнна, ннн;19,00;28,50;0,00;5,00;0,00;78623000,00;166873000,00;1268000,00;145084000,00;20506000,00;165590000,00;3152000,00;0,02;0,47;1,00;0,01;0,87;0,12;0,99;0,02;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 588;кноюрхмяйхи, яой;19,00;24,50;0,00;2,00;0,00;6693000,00;18142000,00;9567000,00;4000000,00;601000,00;4601000,00;12923000,00;0,71;0,37;1,00;0,53;0,22;0,03;0,25;0,71;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 589;кнрня, йу;19,00;26,00;0,00;2,00;0,00;14230000,00;38682000,00;33264000,00;4335000,00;697000,00;5032000,00;23574000,00;0,58;0,37;1,00;0,86;0,11;0,02;0,13;0,61;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
2 590;кнрня, ннн;19,00;15,50;0,00;5,00;0,00;876000,00;876000,00;847000,00;;9000,00;9000,00;1947000,00;2,30;1,00;1,00;0,97;0,00;0,01;0,01;2,22;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 593;кя, ннн;19,00;7,50;0,00;5,00;0,00;17499000,00;263953000,00;42235000,00;128756000,00;53467000,00;182223000,00;93589000,00;0,38;0,07;1,00;0,16;0,49;0,20;0,69;0,35;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 594;ксфемяйне, ннн;19,00;10,00;0,00;5,00;0,00;10656000,00;13234000,00;848000,00;383000,00;2403000,00;2786000,00;9385000,00;0,72;0,81;1,00;0,06;0,03;0,18;0,21;0,71;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 595;ксфяйхи лъянйнлахмюр, юн;19,00;28,00;0,00;0,00;0,00;5104000,00;71069000,00;-256294000,00;;293371000,00;293371000,00;4469000,00;0,06;0,07;1,00;-3,61;0,00;4,13;4,13;0,06;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2 596;ксйнлнпэе, ннн;19,00;4,00;0,00;5,00;0,00;12425000,00;16704000,00;5686000,00;4464000,00;6544000,00;11008000,00;22026000,00;1,96;0,74;1,00;0,34;0,27;0,39;0,66;1,32;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 598;ксрпей, ннн;19,00;28,00;0,00;5,00;0,00;387000,00;7056000,00;2348000,00;2583000,00;2115000,00;4698000,00;5693000,00;1,01;0,05;1,00;0,33;0,37;0,30;0,67;0,81;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 599;ксв, ннн;19,00;11,50;0,00;5,00;0,00;25169000,00;37012000,00;33722000,00;794000,00;2471000,00;3265000,00;9341000,00;0,26;0,68;1,00;0,91;0,02;0,07;0,09;0,25;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 600;кчаюбю х й, ннн;19,00;5,50;0,00;5,00;0,00;4915000,00;4915000,00;3948000,00;889000,00;48000,00;937000,00;10373000,00;1,68;1,00;1,00;0,80;0,18;0,01;0,19;2,11;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 601;къияюм, ой;19,00;23,50;0,00;4,00;0,00;7700000,00;13398000,00;13256000,00;;106000,00;106000,00;8178000,00;0,66;0,57;1,00;0,99;0,00;0,01;0,01;0,61;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00
2 602;люцюгхм оепбши, ннн;19,00;13,00;0,00;5,00;0,00;554000,00;554000,00;113000,00;30000,00;211000,00;241000,00;5645000,00;10,61;1,00;1,00;0,20;0,05;0,38;0,44;10,19;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 603;люцхярпюкэмне, ннн;19,00;14,00;0,00;5,00;0,00;30273000,00;56322000,00;32075000,00;;22573000,00;22573000,00;61142000,00;0,87;0,54;1,00;0,57;0,00;0,40;0,40;1,09;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 604;люгспйпютрахп, ннн;19,00;8,50;0,00;5,00;0,00;395000,00;395000,00;-3406000,00;2042000,00;1749000,00;3791000,00;153000,00;0,42;1,00;1,00;-8,62;5,17;4,43;9,60;0,39;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 605;люхя цпсоо, ннн;19,00;13,50;0,00;5,00;0,00;3138000,00;3138000,00;611000,00;1056000,00;1461000,00;2517000,00;4249000,00;1,46;1,00;1,00;0,19;0,34;0,47;0,80;1,35;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 606;люийнояйюъ, гюн ьоюцюрмюъ тюапхйю;19,00;23,50;0,00;0,00;0,00;66887000,00;75339000,00;50461000,00;135000,00;24735000,00;24870000,00;199379000,00;2,96;0,89;1,00;0,67;0,00;0,33;0,33;2,65;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2 607;люйюпэебяйне, ннн;19,00;18,50;0,00;5,00;0,00;16933000,00;33125000,00;25018000,00;3886000,00;4210000,00;8096000,00;21563000,00;0,72;0,51;1,00;0,76;0,12;0,13;0,24;0,65;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 608;люйя, ннн;19,00;8,50;0,00;5,00;0,00;319000,00;319000,00;-3103000,00;3412000,00;;3412000,00;21477000,00;59,25;1,00;1,00;-9,73;10,70;0,00;10,70;67,33;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 609;люйяхлсл, ннн;19,00;14,50;0,00;5,00;0,00;34087000,00;46987000,00;46072000,00;501000,00;347000,00;848000,00;25670000,00;0,57;0,73;1,00;0,98;0,01;0,01;0,02;0,55;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 610;люйяк, ннн;19,00;3,50;0,00;5,00;0,00;645000,00;645000,00;42000,00;;603000,00;603000,00;905000,00;1,40;1,00;1,00;0,07;0,00;0,93;0,93;1,40;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 611;люйятюплн, ннн;19,00;22,50;0,00;5,00;0,00;17629000,00;17629000,00;10519000,00;2420000,00;4679000,00;7099000,00;30375000,00;1,77;1,00;1,00;0,60;0,14;0,27;0,40;1,72;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 612;люкхмхмяйхи йнпднм, фяой;19,00;5,00;0,00;1,00;0,00;2133000,00;2133000,00;117000,00;672000,00;1333000,00;2005000,00;444000,00;0,26;1,00;1,00;0,05;0,32;0,62;0,94;0,21;0,00;0,00;1,00;0,00;1,00;0,00;0,00;0,00;0,00
2 614;люкшь, ннн;19,00;27,50;0,00;5,00;0,00;158794000,00;160235000,00;66436000,00;91570000,00;1178000,00;92748000,00;527493000,00;3,44;0,99;1,00;0,41;0,57;0,01;0,58;3,29;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 615;люмстюйрспю, ннн;19,00;3,00;0,00;5,00;0,00;15171000,00;15171000,00;3781000,00;;11380000,00;11380000,00;52291000,00;4,77;1,00;1,00;0,25;0,00;0,75;0,75;3,45;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 616;люпхъ, ннн;19,00;14,50;0,00;5,00;0,00;2290000,00;2290000,00;1235000,00;;1044000,00;1044000,00;3198000,00;1,61;1,00;1,00;0,54;0,00;0,46;0,46;1,40;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 617;люпэхмяйне, юн;19,00;29,50;0,00;0,00;0,00;215430000,00;498336000,00;66457000,00;208516000,00;99860000,00;308376000,00;323859000,00;0,66;0,43;1,00;0,13;0,42;0,20;0,62;0,65;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00
2 618;люя, ннн;19,00;13,00;0,00;5,00;0,00;9752000,00;15895000,00;2342000,00;3551000,00;9982000,00;13533000,00;39954000,00;2,24;0,61;1,00;0,15;0,22;0,63;0,85;2,51;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
2 619;люяреп, ннн;19,00;12,00;0,00;5,00;0,00;15358000,00;15375000,00;-4442000,00;;19717000,00;19717000,00;106224000,00;6,85;1,00;1,00;-0,29;0,00;1,28;1,28;6,91;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
